,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
221,7 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5570,2,Male,6/22/2021,7231,32
222,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2481,2,Male,8/27/2019,25584,15
223,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2238,3,Male,11/3/2017,13145,6
224,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5561,3,Male,2/3/2019,3613,27
225,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,3,Male,10/13/2019,12905,9
226,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,2,Male,9/19/2021,24704,31
227,26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,2,Female,6/6/2019,15986,10
228,7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,2,Female,5/14/2019,2395,19
229,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,3,Female,10/14/2019,24672,5
230,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,1,Male,5/6/2018,6327,27
231,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,2,Male,10/2/2018,1585,36
232,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,2,Male,6/6/2020,21765,19
233,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,2,Male,11/26/2017,17164,3
234,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,2,Male,7/1/2021,21409,13
235,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,2,Male,7/23/2021,5342,37
236,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,3,Other,10/11/2020,91,22
237,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,2,Male,8/13/2021,9524,3
238,9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,2,Male,6/1/2018,14849,34
239,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,2,Male,4/12/2017,4667,9
240,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,1,Male,6/2/2021,3925,20
241,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,2,Female,6/13/2018,8721,16
242,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,3,Male,3/7/2017,18583,28
243,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,2,Male,8/12/2018,4134,20
244,19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,3,Male,2/6/2019,5329,1
245,9 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,2,Other,3/7/2020,21626,31
246,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,2,Female,8/2/2017,10654,26
247,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,3,Male,9/4/2020,23966,20
248,11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,3,Male,9/10/2017,24714,29
249,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,3,Male,10/12/2020,3823,29
250,5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,1,Male,5/4/2019,2111,9
251,10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,2,Female,12/26/2020,9997,35
252,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,1,Male,6/16/2019,2514,8
253,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,2,Female,9/24/2019,13770,19
254,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,2,Male,2/27/2020,5335,36
255,26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,2,Male,9/15/2019,2874,24
256,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,3,Male,2/7/2021,9310,35
257,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,3,Male,8/27/2019,3704,7
258,6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,1,Male,4/8/2021,22055,2
259,14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,3,Male,7/19/2021,8771,3
260,15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,1,Female,8/24/2019,565,20
261,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,3,Female,7/16/2020,20985,6
262,7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,2,Male,4/25/2017,9675,28
263,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,2,Female,7/22/2020,10463,20
264,15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,1,Male,1/18/2019,16588,1
265,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,1,Male,6/3/2020,10915,4
266,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,2,Male,12/20/2020,25086,16
267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,2,Male,10/17/2019,22169,27
268,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,1,Female,12/16/2021,12029,19
269,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,3,Male,8/6/2018,17280,16
270,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,1,Male,5/4/2017,7043,25
271,15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,3,Male,4/6/2021,8697,37
272,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,1,Male,12/27/2020,17184,23
273,10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,2,Male,3/8/2021,23476,16
274,19 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,3,Male,12/20/2017,896,30
275,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,3,Female,5/28/2017,14740,21
276,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,2,Male,1/4/2019,20521,25
277,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,2,Female,3/20/2021,6698,24
278,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,1,Male,6/2/2019,12050,18
279,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,1,Male,8/18/2018,3061,11
280,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,1,Male,7/5/2019,24223,2
281,40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,2,Male,3/25/2020,4922,34
282,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,3,Male,3/28/2021,1031,31
283,15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,3,Male,9/2/2018,12635,20
284,12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,1,Female,6/12/2020,910,36
285,14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,3,Male,7/18/2017,24528,15
286,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,2,Male,9/8/2018,8675,35
287,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,2,Male,6/18/2020,13403,14
288,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,2,Male,7/1/2020,10019,3
289,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,2,Male,5/13/2020,20418,17
290,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,1,Male,10/13/2021,17969,39
291,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,3,Male,8/19/2019,2551,31
292,24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,3,Male,8/28/2019,11616,20
293,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,2,Male,4/20/2021,14464,8
294,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,2,Female,10/23/2017,3682,12
295,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,2,Female,10/24/2018,15865,37
296,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,2,Male,5/15/2018,7357,30
297,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,3,Male,6/17/2021,16977,16
298,15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,2,Male,4/12/2020,848,15
299,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,2,Male,7/1/2018,3452,34
300,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,2,Female,5/10/2018,18294,4
301,26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,2,Female,8/21/2021,19034,1
302,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,2,Male,2/25/2019,8900,1
303,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,2,Male,6/16/2018,3008,19
304,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,2,Male,10/26/2019,13692,24
305,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,3,Male,4/5/2020,16164,27
306,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,1,Male,7/11/2018,2798,33
307,20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,3,Male,7/12/2021,24290,16
308,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,1,Female,8/24/2018,17461,28
309,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,2,Male,1/27/2019,22856,21
310,16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,2,Female,9/19/2019,23792,7
311,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,3,Male,3/23/2021,16326,3
312,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,2,Male,12/2/2018,10177,10
313,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,2,Male,6/10/2021,10973,28
314,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,1,Male,2/15/2021,16124,28
315,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,2,Male,12/13/2019,12392,9
316,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,1,Female,1/25/2020,2439,9
317,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,1,Male,9/28/2019,25389,30
318,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,3,Female,4/17/2017,23965,3
319,21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,3,Female,8/26/2021,25656,33
320,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,1,Male,7/9/2020,20658,27
321,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,2,Male,4/13/2021,13377,1
322,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,1,Male,2/27/2017,7779,35
323,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,2,Male,2/20/2021,16523,23
324,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,2,Male,2/2/2019,6122,33
325,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,2,Male,1/23/2017,1764,6
326,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,2,Male,6/13/2017,23991,29
327,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,1,Female,12/17/2019,22312,14
328,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,2,Male,6/13/2019,22658,9
329,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,2,Male,6/20/2021,12916,35
330,10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,3,Male,5/26/2018,18337,33
331,11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,3,Male,10/27/2017,10674,9
332,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,1,Male,5/8/2021,11844,2
333,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,2,Male,7/21/2021,22756,6
334,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,2,Female,12/9/2019,20344,13
335,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,1,Male,5/2/2019,16450,7
336,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,1,Male,6/22/2017,24549,11
337,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,2,Male,3/23/2019,13302,24
338,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,2,Male,6/1/2018,15411,3
339,24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,3,Male,7/15/2021,9857,33
340,14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,3,Male,9/13/2019,12034,31
341,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,1,Female,11/5/2020,23318,5
342,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,3,Male,9/3/2020,7087,14
343,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,1,Male,5/17/2019,5939,33
344,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,2,Male,8/22/2017,2164,8
345,25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,2,Female,9/17/2017,14399,9
346,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,2,Male,1/26/2020,15357,8
347,23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,2,Male,1/14/2021,594,21
348,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,1,Male,3/3/2019,10474,26
349,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,2,Other,11/24/2020,2273,33
350,28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,2,Male,5/25/2017,1393,26
351,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,3,Male,1/4/2021,19008,27
352,15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),903,2,Female,1/22/2020,22522,22
353,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4453,1,Male,2/17/2019,1207,5
354,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,5298,2,Male,7/3/2017,2365,28
355,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4759,1,Male,7/12/2017,24548,30
356,19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,4657,2,Female,1/25/2020,14355,11
357,5 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4767,2,Male,5/24/2019,6191,22
358,12 minutes,81,Berry St at 4th St,58,Market St at 10th St,4390,3,Male,7/24/2018,9486,34
359,11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5396,1,Male,1/10/2021,9867,25
360,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5011,1,Male,10/9/2021,21108,20
361,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2584,1,Male,5/2/2017,7034,10
362,12 minutes,16,Steuart St at Market St,34,Father Alfred E Boeddeker Park,5532,2,Female,3/28/2019,15041,7
363,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5122,2,Male,3/17/2018,25550,21
364,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5265,2,Male,3/8/2018,634,15
365,15 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5274,1,Male,1/1/2018,15386,20
366,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4414,1,Male,1/7/2020,6271,38
367,21 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,5534,1,Male,9/16/2018,23065,5
368,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),355,2,Male,6/27/2021,21456,38
369,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5366,1,Male,9/15/2018,9290,4
370,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,4456,3,Male,6/1/2018,24100,15
371,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1533,2,Male,8/1/2021,11383,22
372,8 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3226,1,Female,11/6/2020,10601,18
373,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4719,2,Male,12/14/2019,14680,0
374,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4820,1,Female,8/5/2021,9139,24
375,15 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,5268,3,Female,10/11/2017,21323,27
